Season,Location,NumberOfTimes,Column,Row
Twenty,1,0,1,1
Twenty,2,0,2,1
Twenty,3,0,3,1
Twenty,4,0,4,1
Twenty,5,0,5,1
Twenty,6,0,6,1
Twenty,7,12,1,2
Twenty,8,2,2,2
Twenty,9,6,3,2
Twenty,10,6,4,2
Twenty,11,7,5,2
Twenty,12,4,6,2
Twenty,13,28,1,3
Twenty,14,14,2,3
Twenty,15,28,3,3
Twenty,16,19,4,3
Twenty,17,26,5,3
Twenty,18,13,6,3
Twenty,19,39,1,4
Twenty,20,17,2,4
Twenty,21,31,3,4
Twenty,22,35,4,4
Twenty,23,32,5,4
Twenty,24,21,6,4
Twenty,25,20,1,5
Twenty,26,20,2,5
Twenty,27,20,3,5
Twenty,28,22,4,5
Twenty,29,17,5,5
Twenty,30,14,6,5
