Season,Location,NumberOfTimes,Column,Row
Fifteen,1,0,1,1
Fifteen,2,0,2,1
Fifteen,3,0,3,1
Fifteen,4,0,4,1
Fifteen,5,0,5,1
Fifteen,6,0,6,1
Fifteen,7,3,1,2
Fifteen,8,1,2,2
Fifteen,9,3,3,2
Fifteen,10,2,4,2
Fifteen,11,2,5,2
Fifteen,12,0,6,2
Fifteen,13,15,1,3
Fifteen,14,12,2,3
Fifteen,15,13,3,3
Fifteen,16,8,4,3
Fifteen,17,10,5,3
Fifteen,18,7,6,3
Fifteen,19,24,1,4
Fifteen,20,22,2,4
Fifteen,21,25,3,4
Fifteen,22,6,4,4
Fifteen,23,13,5,4
Fifteen,24,10,6,4
Fifteen,25,13,1,5
Fifteen,26,8,2,5
Fifteen,27,8,3,5
Fifteen,28,7,4,5
Fifteen,29,9,5,5
Fifteen,30,5,6,5
